1.79100e+15i 2.61920e+00
1.80100e+15i 2.61551e+00
1.81100e+15i 2.61181e+00
1.82100e+15i 2.60812e+00
1.83100e+15i 2.60442e+00
1.84100e+15i 2.60073e+00
1.85100e+15i 2.59703e+00
1.86100e+15i 2.59333e+00
1.87100e+15i 2.58964e+00
1.88100e+15i 2.58594e+00
1.89100e+15i 2.58224e+00
1.90100e+15i 2.57854e+00
1.91100e+15i 2.57484e+00
1.92100e+15i 2.57115e+00
1.93100e+15i 2.56745e+00
1.94100e+15i 2.56375e+00
1.95100e+15i 2.56006e+00
1.96100e+15i 2.55636e+00
1.97100e+15i 2.55267e+00
1.98100e+15i 2.54897e+00
1.99100e+15i 2.54528e+00
2.00100e+15i 2.54159e+00
2.01100e+15i 2.53790e+00
2.02100e+15i 2.53421e+00
2.03100e+15i 2.53052e+00
2.04100e+15i 2.52684e+00
2.05100e+15i 2.52316e+00
2.06100e+15i 2.51948e+00
2.07100e+15i 2.51580e+00
2.08100e+15i 2.51212e+00
2.09100e+15i 2.50844e+00
2.10100e+15i 2.50477e+00
2.11100e+15i 2.50110e+00
2.12100e+15i 2.49743e+00
2.13100e+15i 2.49377e+00
2.14100e+15i 2.49011e+00
2.15100e+15i 2.48645e+00
2.16100e+15i 2.48279e+00
2.17100e+15i 2.47914e+00
2.18100e+15i 2.47549e+00
2.19100e+15i 2.47184e+00
2.20100e+15i 2.46820e+00
2.21100e+15i 2.46456e+00
2.22100e+15i 2.46092e+00
2.23100e+15i 2.45729e+00
2.24100e+15i 2.45366e+00
2.25100e+15i 2.45004e+00
2.26100e+15i 2.44641e+00
2.27100e+15i 2.44280e+00
2.28100e+15i 2.43918e+00
2.29100e+15i 2.43557e+00
2.30100e+15i 2.43197e+00
2.31100e+15i 2.42837e+00
2.32100e+15i 2.42477e+00
2.33100e+15i 2.42118e+00
2.34100e+15i 2.41759e+00
2.35100e+15i 2.41401e+00
2.36100e+15i 2.41043e+00
2.37100e+15i 2.40685e+00
2.38100e+15i 2.40328e+00
2.39100e+15i 2.39972e+00
2.40100e+15i 2.39616e+00
2.41100e+15i 2.39260e+00
2.42100e+15i 2.38905e+00
2.43100e+15i 2.38551e+00
2.44100e+15i 2.38197e+00
2.45100e+15i 2.37843e+00
2.46100e+15i 2.37490e+00
2.47100e+15i 2.37138e+00
2.48100e+15i 2.36786e+00
2.49100e+15i 2.36435e+00
2.50100e+15i 2.36084e+00
2.51100e+15i 2.35734e+00
2.52100e+15i 2.35384e+00
2.53100e+15i 2.35035e+00
2.54100e+15i 2.34687e+00
2.55100e+15i 2.34339e+00
2.56100e+15i 2.33991e+00
2.57100e+15i 2.33644e+00
2.58100e+15i 2.33298e+00
2.59100e+15i 2.32953e+00
2.60100e+15i 2.32608e+00
2.61100e+15i 2.32263e+00
2.62100e+15i 2.31920e+00
2.63100e+15i 2.31576e+00
2.64100e+15i 2.31234e+00
2.65100e+15i 2.30892e+00
2.66100e+15i 2.30551e+00
2.67100e+15i 2.30210e+00
2.68100e+15i 2.29870e+00
2.69100e+15i 2.29530e+00
2.70100e+15i 2.29192e+00
2.71100e+15i 2.28854e+00
2.72100e+15i 2.28516e+00
2.73100e+15i 2.28179e+00
2.74100e+15i 2.27843e+00
2.75100e+15i 2.27508e+00
2.76100e+15i 2.27173e+00
2.77100e+15i 2.26839e+00
2.78100e+15i 2.26505e+00
2.79100e+15i 2.26172e+00
2.80100e+15i 2.25840e+00
2.81100e+15i 2.25509e+00
2.82100e+15i 2.25178e+00
2.83100e+15i 2.24848e+00
2.84100e+15i 2.24519e+00
2.85100e+15i 2.24190e+00
2.86100e+15i 2.23862e+00
2.87100e+15i 2.23534e+00
2.88100e+15i 2.23208e+00
2.89100e+15i 2.22882e+00
2.90100e+15i 2.22557e+00
2.91100e+15i 2.22232e+00
2.92100e+15i 2.21908e+00
2.93100e+15i 2.21585e+00
2.94100e+15i 2.21263e+00
2.95100e+15i 2.20941e+00
2.96100e+15i 2.20620e+00
2.97100e+15i 2.20300e+00
2.98100e+15i 2.19981e+00
2.99100e+15i 2.19662e+00
3.00100e+15i 2.19344e+00
3.01100e+15i 2.19027e+00
3.02100e+15i 2.18710e+00
3.03100e+15i 2.18394e+00
3.04100e+15i 2.18079e+00
3.05100e+15i 2.17765e+00
3.06100e+15i 2.17451e+00
3.07100e+15i 2.17138e+00
3.08100e+15i 2.16826e+00
3.09100e+15i 2.16514e+00
3.10100e+15i 2.16204e+00
3.11100e+15i 2.15894e+00
3.12100e+15i 2.15585e+00
3.13100e+15i 2.15276e+00
3.14100e+15i 2.14968e+00
3.15100e+15i 2.14661e+00
3.16100e+15i 2.14355e+00
3.17100e+15i 2.14050e+00
3.18100e+15i 2.13745e+00
3.19100e+15i 2.13441e+00
3.20100e+15i 2.13138e+00
3.21100e+15i 2.12835e+00
3.22100e+15i 2.12534e+00
3.23100e+15i 2.12233e+00
3.24100e+15i 2.11933e+00
3.25100e+15i 2.11633e+00
3.26100e+15i 2.11334e+00
3.27100e+15i 2.11037e+00
3.28100e+15i 2.10739e+00
3.29100e+15i 2.10443e+00
3.30100e+15i 2.10147e+00
3.31100e+15i 2.09852e+00
3.32100e+15i 2.09558e+00
3.33100e+15i 2.09265e+00
3.34100e+15i 2.08972e+00
3.35100e+15i 2.08680e+00
3.36100e+15i 2.08389e+00
3.37100e+15i 2.08099e+00
3.38100e+15i 2.07809e+00
3.39100e+15i 2.07521e+00
3.40100e+15i 2.07233e+00
3.41100e+15i 2.06945e+00
3.42100e+15i 2.06659e+00
3.43100e+15i 2.06373e+00
3.44100e+15i 2.06088e+00
3.45100e+15i 2.05804e+00
3.46100e+15i 2.05520e+00
3.47100e+15i 2.05238e+00
3.48100e+15i 2.04956e+00
3.49100e+15i 2.04674e+00
3.50100e+15i 2.04394e+00
3.51100e+15i 2.04114e+00
3.52100e+15i 2.03835e+00
3.53100e+15i 2.03557e+00
3.54100e+15i 2.03280e+00
3.55100e+15i 2.03003e+00
3.56100e+15i 2.02727e+00
3.57100e+15i 2.02452e+00
3.58100e+15i 2.02178e+00
3.59100e+15i 2.01904e+00
3.60100e+15i 2.01631e+00
3.61100e+15i 2.01359e+00
3.62100e+15i 2.01088e+00
3.63100e+15i 2.00817e+00
3.64100e+15i 2.00547e+00
3.65100e+15i 2.00278e+00
3.66100e+15i 2.00010e+00
3.67100e+15i 1.99743e+00
3.68100e+15i 1.99476e+00
3.69100e+15i 1.99210e+00
3.70100e+15i 1.98944e+00
3.71100e+15i 1.98680e+00
3.72100e+15i 1.98416e+00
3.73100e+15i 1.98153e+00
3.74100e+15i 1.97890e+00
3.75100e+15i 1.97629e+00
3.76100e+15i 1.97368e+00
3.77100e+15i 1.97108e+00
3.78100e+15i 1.96849e+00
3.79100e+15i 1.96590e+00
3.80100e+15i 1.96332e+00
3.81100e+15i 1.96075e+00
3.82100e+15i 1.95819e+00
3.83100e+15i 1.95563e+00
3.84100e+15i 1.95308e+00
3.85100e+15i 1.95054e+00
3.86100e+15i 1.94801e+00
3.87100e+15i 1.94548e+00
3.88100e+15i 1.94296e+00
3.89100e+15i 1.94045e+00
3.90100e+15i 1.93794e+00
3.91100e+15i 1.93544e+00
3.92100e+15i 1.93295e+00
3.93100e+15i 1.93047e+00
3.94100e+15i 1.92799e+00
3.95100e+15i 1.92553e+00
3.96100e+15i 1.92306e+00
3.97100e+15i 1.92061e+00
3.98100e+15i 1.91816e+00
3.99100e+15i 1.91572e+00
4.00100e+15i 1.91329e+00
4.01100e+15i 1.91087e+00
4.02100e+15i 1.90845e+00
4.03100e+15i 1.90604e+00
4.04100e+15i 1.90363e+00
4.05100e+15i 1.90124e+00
4.06100e+15i 1.89885e+00
4.07100e+15i 1.89646e+00
4.08100e+15i 1.89409e+00
4.09100e+15i 1.89172e+00
4.10100e+15i 1.88936e+00
4.11100e+15i 1.88701e+00
4.12100e+15i 1.88466e+00
4.13100e+15i 1.88232e+00
4.14100e+15i 1.87999e+00
4.15100e+15i 1.87766e+00
4.16100e+15i 1.87534e+00
4.17100e+15i 1.87303e+00
4.18100e+15i 1.87072e+00
4.19100e+15i 1.86842e+00
4.20100e+15i 1.86613e+00
4.21100e+15i 1.86385e+00
4.22100e+15i 1.86157e+00
4.23100e+15i 1.85930e+00
4.24100e+15i 1.85704e+00
4.25100e+15i 1.85478e+00
4.26100e+15i 1.85253e+00
4.27100e+15i 1.85029e+00
4.28100e+15i 1.84805e+00
4.29100e+15i 1.84582e+00
4.30100e+15i 1.84360e+00
4.31100e+15i 1.84138e+00
4.32100e+15i 1.83917e+00
4.33100e+15i 1.83697e+00
4.34100e+15i 1.83478e+00
4.35100e+15i 1.83259e+00
4.36100e+15i 1.83040e+00
4.37100e+15i 1.82823e+00
4.38100e+15i 1.82606e+00
4.39100e+15i 1.82390e+00
4.40100e+15i 1.82174e+00
4.41100e+15i 1.81959e+00
4.42100e+15i 1.81745e+00
4.43100e+15i 1.81531e+00
4.44100e+15i 1.81318e+00
4.45100e+15i 1.81106e+00
4.46100e+15i 1.80894e+00
4.47100e+15i 1.80683e+00
4.48100e+15i 1.80473e+00
4.49100e+15i 1.80263e+00
4.50100e+15i 1.80054e+00
4.51100e+15i 1.79846e+00
4.52100e+15i 1.79638e+00
4.53100e+15i 1.79431e+00
4.54100e+15i 1.79225e+00
4.55100e+15i 1.79019e+00
4.56100e+15i 1.78813e+00
4.57100e+15i 1.78609e+00
4.58100e+15i 1.78405e+00
4.59100e+15i 1.78202e+00
4.60100e+15i 1.77999e+00
4.61100e+15i 1.77797e+00
4.62100e+15i 1.77596e+00
4.63100e+15i 1.77395e+00
4.64100e+15i 1.77195e+00
4.65100e+15i 1.76995e+00
4.66100e+15i 1.76796e+00
4.67100e+15i 1.76598e+00
4.68100e+15i 1.76400e+00
4.69100e+15i 1.76203e+00
4.70100e+15i 1.76006e+00
4.71100e+15i 1.75811e+00
4.72100e+15i 1.75615e+00
4.73100e+15i 1.75421e+00
4.74100e+15i 1.75227e+00
4.75100e+15i 1.75033e+00
4.76100e+15i 1.74840e+00
4.77100e+15i 1.74648e+00
4.78100e+15i 1.74457e+00
4.79100e+15i 1.74266e+00
4.80100e+15i 1.74075e+00
4.81100e+15i 1.73885e+00
4.82100e+15i 1.73696e+00
4.83100e+15i 1.73507e+00
4.84100e+15i 1.73319e+00
4.85100e+15i 1.73132e+00
4.86100e+15i 1.72945e+00
4.87100e+15i 1.72759e+00
4.88100e+15i 1.72573e+00
4.89100e+15i 1.72388e+00
4.90100e+15i 1.72203e+00
4.91100e+15i 1.72019e+00
4.92100e+15i 1.71836e+00
4.93100e+15i 1.71653e+00
4.94100e+15i 1.71471e+00
4.95100e+15i 1.71289e+00
4.96100e+15i 1.71108e+00
4.97100e+15i 1.70927e+00
4.98100e+15i 1.70747e+00
4.99100e+15i 1.70568e+00
5.00100e+15i 1.70389e+00
5.01100e+15i 1.70211e+00
5.02100e+15i 1.70033e+00
5.03100e+15i 1.69856e+00
5.04100e+15i 1.69679e+00
5.05100e+15i 1.69503e+00
5.06100e+15i 1.69328e+00
5.07100e+15i 1.69153e+00
5.08100e+15i 1.68978e+00
5.09100e+15i 1.68804e+00
5.10100e+15i 1.68631e+00
5.11100e+15i 1.68458e+00
5.12100e+15i 1.68286e+00
5.13100e+15i 1.68114e+00
5.14100e+15i 1.67943e+00
5.15100e+15i 1.67772e+00
5.16100e+15i 1.67602e+00
5.17100e+15i 1.67433e+00
5.18100e+15i 1.67264e+00
5.19100e+15i 1.67095e+00
5.20100e+15i 1.66927e+00
5.21100e+15i 1.66760e+00
5.22100e+15i 1.66593e+00
5.23100e+15i 1.66427e+00
5.24100e+15i 1.66261e+00
5.25100e+15i 1.66095e+00
5.26100e+15i 1.65931e+00
5.27100e+15i 1.65766e+00
5.28100e+15i 1.65603e+00
5.29100e+15i 1.65439e+00
5.30100e+15i 1.65276e+00
5.31100e+15i 1.65114e+00
5.32100e+15i 1.64952e+00
5.33100e+15i 1.64791e+00
5.34100e+15i 1.64631e+00
5.35100e+15i 1.64470e+00
5.36100e+15i 1.64311e+00
5.37100e+15i 1.64151e+00
5.38100e+15i 1.63993e+00
5.39100e+15i 1.63834e+00
5.40100e+15i 1.63677e+00
5.41100e+15i 1.63519e+00
5.42100e+15i 1.63363e+00
5.43100e+15i 1.63207e+00
5.44100e+15i 1.63051e+00
5.45100e+15i 1.62896e+00
5.46100e+15i 1.62741e+00
5.47100e+15i 1.62586e+00
5.48100e+15i 1.62433e+00
5.49100e+15i 1.62279e+00
5.50100e+15i 1.62126e+00
5.51100e+15i 1.61974e+00
5.52100e+15i 1.61822e+00
5.53100e+15i 1.61671e+00
5.54100e+15i 1.61520e+00
5.55100e+15i 1.61369e+00
5.56100e+15i 1.61219e+00
5.57100e+15i 1.61070e+00
5.58100e+15i 1.60921e+00
5.59100e+15i 1.60772e+00
5.60100e+15i 1.60624e+00
5.61100e+15i 1.60477e+00
5.62100e+15i 1.60329e+00
5.63100e+15i 1.60183e+00
5.64100e+15i 1.60036e+00
5.65100e+15i 1.59891e+00
5.66100e+15i 1.59745e+00
5.67100e+15i 1.59600e+00
5.68100e+15i 1.59456e+00
5.69100e+15i 1.59312e+00
5.70100e+15i 1.59168e+00
5.71100e+15i 1.59025e+00
5.72100e+15i 1.58882e+00
5.73100e+15i 1.58740e+00
5.74100e+15i 1.58599e+00
5.75100e+15i 1.58457e+00
5.76100e+15i 1.58316e+00
5.77100e+15i 1.58176e+00
5.78100e+15i 1.58036e+00
5.79100e+15i 1.57896e+00
5.80100e+15i 1.57757e+00
5.81100e+15i 1.57619e+00
5.82100e+15i 1.57480e+00
5.83100e+15i 1.57342e+00
5.84100e+15i 1.57205e+00
5.85100e+15i 1.57068e+00
5.86100e+15i 1.56932e+00
5.87100e+15i 1.56795e+00
5.88100e+15i 1.56660e+00
5.89100e+15i 1.56524e+00
5.90100e+15i 1.56390e+00
5.91100e+15i 1.56255e+00
5.92100e+15i 1.56121e+00
5.93100e+15i 1.55988e+00
5.94100e+15i 1.55854e+00
5.95100e+15i 1.55722e+00
5.96100e+15i 1.55589e+00
5.97100e+15i 1.55457e+00
5.98100e+15i 1.55326e+00
5.99100e+15i 1.55195e+00
6.00100e+15i 1.55064e+00
6.01100e+15i 1.54934e+00
6.02100e+15i 1.54804e+00
6.03100e+15i 1.54674e+00
6.04100e+15i 1.54545e+00
6.05100e+15i 1.54416e+00
6.06100e+15i 1.54288e+00
6.07100e+15i 1.54160e+00
6.08100e+15i 1.54033e+00
6.09100e+15i 1.53905e+00
6.10100e+15i 1.53779e+00
6.11100e+15i 1.53652e+00
6.12100e+15i 1.53526e+00
6.13100e+15i 1.53401e+00
6.14100e+15i 1.53276e+00
6.15100e+15i 1.53151e+00
6.16100e+15i 1.53027e+00
6.17100e+15i 1.52903e+00
6.18100e+15i 1.52779e+00
6.19100e+15i 1.52656e+00
6.20100e+15i 1.52533e+00
6.21100e+15i 1.52410e+00
6.22100e+15i 1.52288e+00
6.23100e+15i 1.52166e+00
6.24100e+15i 1.52045e+00
6.25100e+15i 1.51924e+00
6.26100e+15i 1.51804e+00
6.27100e+15i 1.51683e+00
6.28100e+15i 1.51563e+00
6.29100e+15i 1.51444e+00
6.30100e+15i 1.51325e+00
6.31100e+15i 1.51206e+00
6.32100e+15i 1.51088e+00
6.33100e+15i 1.50970e+00
6.34100e+15i 1.50852e+00
6.35100e+15i 1.50735e+00
6.36100e+15i 1.50618e+00
6.37100e+15i 1.50501e+00
6.38100e+15i 1.50385e+00
6.39100e+15i 1.50269e+00
6.40100e+15i 1.50153e+00
6.41100e+15i 1.50038e+00
6.42100e+15i 1.49923e+00
6.43100e+15i 1.49809e+00
6.44100e+15i 1.49695e+00
6.45100e+15i 1.49581e+00
6.46100e+15i 1.49467e+00
6.47100e+15i 1.49354e+00
6.48100e+15i 1.49242e+00
6.49100e+15i 1.49129e+00
6.50100e+15i 1.49017e+00
6.51100e+15i 1.48905e+00
6.52100e+15i 1.48794e+00
6.53100e+15i 1.48683e+00
6.54100e+15i 1.48572e+00
6.55100e+15i 1.48462e+00
6.56100e+15i 1.48352e+00
6.57100e+15i 1.48242e+00
6.58100e+15i 1.48133e+00
6.59100e+15i 1.48024e+00
6.60100e+15i 1.47915e+00
6.61100e+15i 1.47807e+00
6.62100e+15i 1.47699e+00
6.63100e+15i 1.47591e+00
6.64100e+15i 1.47484e+00
6.65100e+15i 1.47377e+00
6.66100e+15i 1.47270e+00
6.67100e+15i 1.47163e+00
6.68100e+15i 1.47057e+00
6.69100e+15i 1.46952e+00
6.70100e+15i 1.46846e+00
6.71100e+15i 1.46741e+00
6.72100e+15i 1.46636e+00
6.73100e+15i 1.46532e+00
6.74100e+15i 1.46428e+00
6.75100e+15i 1.46324e+00
6.76100e+15i 1.46220e+00
6.77100e+15i 1.46117e+00
6.78100e+15i 1.46014e+00
6.79100e+15i 1.45911e+00
6.80100e+15i 1.45809e+00
6.81100e+15i 1.45707e+00
6.82100e+15i 1.45605e+00
6.83100e+15i 1.45504e+00
6.84100e+15i 1.45403e+00
6.85100e+15i 1.45302e+00
6.86100e+15i 1.45202e+00
6.87100e+15i 1.45101e+00
6.88100e+15i 1.45001e+00
6.89100e+15i 1.44902e+00
6.90100e+15i 1.44803e+00
6.91100e+15i 1.44704e+00
6.92100e+15i 1.44605e+00
6.93100e+15i 1.44506e+00
6.94100e+15i 1.44408e+00
6.95100e+15i 1.44311e+00
6.96100e+15i 1.44213e+00
6.97100e+15i 1.44116e+00
6.98100e+15i 1.44019e+00
6.99100e+15i 1.43922e+00
7.00100e+15i 1.43826e+00
7.01100e+15i 1.43730e+00
7.02100e+15i 1.43634e+00
7.03100e+15i 1.43538e+00
7.04100e+15i 1.43443e+00
7.05100e+15i 1.43348e+00
7.06100e+15i 1.43254e+00
7.07100e+15i 1.43159e+00
7.08100e+15i 1.43065e+00
7.09100e+15i 1.42971e+00
7.10100e+15i 1.42878e+00
7.11100e+15i 1.42785e+00
7.12100e+15i 1.42692e+00
7.13100e+15i 1.42599e+00
7.14100e+15i 1.42506e+00
7.15100e+15i 1.42414e+00
7.16100e+15i 1.42322e+00
7.17100e+15i 1.42231e+00
7.18100e+15i 1.42139e+00
7.19100e+15i 1.42048e+00
7.20100e+15i 1.41957e+00
7.21100e+15i 1.41867e+00
7.22100e+15i 1.41777e+00
7.23100e+15i 1.41687e+00
7.24100e+15i 1.41597e+00
7.25100e+15i 1.41507e+00
7.26100e+15i 1.41418e+00
7.27100e+15i 1.41329e+00
7.28100e+15i 1.41240e+00
7.29100e+15i 1.41152e+00
7.30100e+15i 1.41064e+00
7.31100e+15i 1.40976e+00
7.32100e+15i 1.40888e+00
7.33100e+15i 1.40801e+00
7.34100e+15i 1.40714e+00
7.35100e+15i 1.40627e+00
7.36100e+15i 1.40540e+00
7.37100e+15i 1.40454e+00
7.38100e+15i 1.40368e+00
7.39100e+15i 1.40282e+00
7.40100e+15i 1.40196e+00
7.41100e+15i 1.40111e+00
7.42100e+15i 1.40026e+00
7.43100e+15i 1.39941e+00
7.44100e+15i 1.39856e+00
7.45100e+15i 1.39772e+00
7.46100e+15i 1.39687e+00
7.47100e+15i 1.39604e+00
7.48100e+15i 1.39520e+00
7.49100e+15i 1.39436e+00
7.50100e+15i 1.39353e+00
7.51100e+15i 1.39270e+00
7.52100e+15i 1.39188e+00
7.53100e+15i 1.39105e+00
7.54100e+15i 1.39023e+00
7.55100e+15i 1.38941e+00
7.56100e+15i 1.38859e+00
7.57100e+15i 1.38778e+00
7.58100e+15i 1.38696e+00
7.59100e+15i 1.38615e+00
7.60100e+15i 1.38535e+00
7.61100e+15i 1.38454e+00
7.62100e+15i 1.38374e+00
7.63100e+15i 1.38294e+00
7.64100e+15i 1.38214e+00
7.65100e+15i 1.38134e+00
7.66100e+15i 1.38055e+00
7.67100e+15i 1.37975e+00
7.68100e+15i 1.37896e+00
7.69100e+15i 1.37818e+00
7.70100e+15i 1.37739e+00
7.71100e+15i 1.37661e+00
7.72100e+15i 1.37583e+00
7.73100e+15i 1.37505e+00
7.74100e+15i 1.37427e+00
7.75100e+15i 1.37350e+00
7.76100e+15i 1.37273e+00
7.77100e+15i 1.37196e+00
7.78100e+15i 1.37119e+00
7.79100e+15i 1.37043e+00
7.80100e+15i 1.36966e+00
7.81100e+15i 1.36890e+00
7.82100e+15i 1.36814e+00
7.83100e+15i 1.36739e+00
7.84100e+15i 1.36663e+00
7.85100e+15i 1.36588e+00
7.86100e+15i 1.36513e+00
7.87100e+15i 1.36438e+00
7.88100e+15i 1.36364e+00
7.89100e+15i 1.36289e+00
7.90100e+15i 1.36215e+00
7.91100e+15i 1.36141e+00
7.92100e+15i 1.36067e+00
7.93100e+15i 1.35994e+00
7.94100e+15i 1.35920e+00
7.95100e+15i 1.35847e+00
7.96100e+15i 1.35774e+00
7.97100e+15i 1.35702e+00
7.98100e+15i 1.35629e+00
7.99100e+15i 1.35557e+00
8.00100e+15i 1.35485e+00
8.01100e+15i 1.35413e+00
8.02100e+15i 1.35341e+00
8.03100e+15i 1.35270e+00
8.04100e+15i 1.35198e+00
8.05100e+15i 1.35127e+00
8.06100e+15i 1.35056e+00
8.07100e+15i 1.34986e+00
8.08100e+15i 1.34915e+00
8.09100e+15i 1.34845e+00
8.10100e+15i 1.34775e+00
8.11100e+15i 1.34705e+00
8.12100e+15i 1.34635e+00
8.13100e+15i 1.34566e+00
8.14100e+15i 1.34496e+00
8.15100e+15i 1.34427e+00
8.16100e+15i 1.34358e+00
8.17100e+15i 1.34290e+00
8.18100e+15i 1.34221e+00
8.19100e+15i 1.34153e+00
8.20100e+15i 1.34085e+00
8.21100e+15i 1.34017e+00
8.22100e+15i 1.33949e+00
